id	journal_name	show_at_home_order	abstract	resource_links	pp_pages	issue	volume	pmc_id	pm_id	doi	other_link	year_published	article_name	assay_development	data_analysis	data_generation	data_integration	data_standards	signature_generation	software_development	review	created_at	updated_at	analytical_method_development	center_pub
116	Clinical Epigenetics	NULL	"BACKGROUND: Aberrant patterns of DNA methylation are abundant in cancer, and epigenetic pathways are increasingly being targeted in cancer drug treatment. Genetic components of the folate-mediated one-carbon metabolism pathway can affect DNA methylation and other vital cell functions, including DNA synthesis, amino acid biosynthesis, and cell growth.
RESULTS: We used a bioinformatics tool, the Transcriptional Pharmacology Workbench, to analyze temporal changes in gene expression among epigenetic regulators of DNA methylation and demethylation, and one-carbon metabolism genes in response to cancer drug treatment. We analyzed gene expression information from the NCI-60 cancer cell line panel after treatment with five antitumor agents, 5-azacytidine, doxorubicin, vorinostat, paclitaxel, and cisplatin. Each antitumor agent elicited concerted changes in gene expression of multiple pathway components across the cell lines. Expression changes of FOLR2, SMUG1, GART, GADD45A, MBD1, MTR, MTHFD1, and CTH were significantly correlated with chemosensitivity to some of the agents. Among many genes with concerted expression response to individual antitumor agents were genes encoding DNA methyltransferases DNMT1, DNMT3A, and DNMT3B, epigenetic and DNA repair factors MGMT, GADD45A, and MBD1, and one-carbon metabolism pathway members MTHFD1, TYMS, DHFR, MTR, MAT2A, SLC19A1, ATIC, and GART.
CONCLUSIONS: These transcriptional changes are likely to influence vital cellular functions of DNA methylation and demethylation, cellular growth, DNA biosynthesis, and DNA repair, and some of them may contribute to cytotoxic and apoptotic action of the drugs. This concerted molecular response was observed in a time-dependent manner, which may provide future guidelines for temporal selection of genetic drug targets for combination drug therapy treatment regimens."	NULL	73	NULL	8	PMC4919895 	27347216	10.1186/s13148-016-0240-3	NULL	2016	"Concerted changes in transcriptional regulation of genes involved in DNA methylation, demethylation, and folate-mediated one-carbon metabolism pathways in the NCI-60 cancer cell line panel in response to cancer drug treatment."	0	1	1	0	0	0	0	0	1/13/17 0:00	NULL	0	0
117	ACS Chemical Biology	NULL	"Unbiased binding assays involving small-molecule microarrays were used to identify compounds that display unique patterns of selectivity among members of the zinc-dependent histone deacetylase family of enzymes. A novel, hydroxyquinoline-containing compound, BRD4354, was shown to preferentially inhibit activity of HDAC5 and HDAC9 in vitro. Inhibition of deacetylase activity appears to be time-dependent and reversible. Mechanistic studies suggest that the compound undergoes zinc-catalyzed decomposition to an ortho-quinone methide, which covalently modifies nucleophilic cysteines within the proteins. The covalent nature of the compound-enzyme interaction has been demonstrated in experiments with biotinylated probe compound and with electrospray ionization-mass spectrometry."	NULL	1844-51	7	11	NULL	27064299	10.1021/acschembio.6b00012	NULL	2016	Inhibition of zinc-dependent histone deacetylases with a chemically triggered electrophile.	0	1	1	0	0	0	0	0	1/13/17 0:00	NULL	0	0
118	Current Opinion in Toxicology	NULL	"Hyperoxia exposure of newborn rodents has served as a model for bronchopulmonary dysplasia (BPD) phenotypes found in a sub-population of human premature infants. We previously demonstrated that Nrf2 modulates molecular events during saccular-to-alveolar lung maturation and also has a protective role in the pathogenesis of hyperoxia-induced acute lung injury, mortality, and arrest of saccular-to-alveolar transition using Nrf2-deficient and wild-type neonate mice. In this review, we describe how whole-genome transcriptome analyses can identify the means through which Nrf2 transcriptionally modulates organ injury and morphology, cellular growth/proliferation, vasculature development, and immune response during BPD-like pathogenesis. We illustrate how recently developed bioinformatics tools can be used to identify sets of Nrf2-dependently modulated genes in the BPD model, and elucidate direct Nrf2 downstream targets and chemicals/drugs that may act on them. These approaches will provide significant insights into promising therapeutic agents for Nrf2-dependent treatments of complications of preterm birth like BPD."	NULL	125-133	NULL	1	NULL	NULL	10.1016/j.cotox.2016.10.006	NULL	2016	Potential therapeutic targets in Nrf2-dependent protection against neonatal respiratory distress disease predicted by cDNA microarray analysis and bioinformatics tools.	0	1	1	1	0	0	0	1	1/13/17 0:00	NULL	1	0
119	Expert Opinion on Drug Discovery	NULL	"Over the past couple of years, the cost of drug development has sharply increased along with the high rate of clinical trial failures. Such increase in expenses is partially due to the inability of the “one drug – one target” approach to predict drug side effects and toxicities. To tackle this issue, an alternative approach, known as polypharmacology, is being adopted to study small molecule interactions with multiple targets. Apart from developing more potent and effective drugs, this approach allows for studies of off-target activities and the facilitation of drug repositioning. Although exhaustive polypharmacology studies in-vitro or in-vivo are not practical, computational methods of predicting unknown targets or side effects are being developed."	NULL	279-291	3	12	NULL	28067061	"10.1080/17460441.2017.1280024
10.1080/17460441.201"	NULL	2017	Computational polypharmacology: a new paradigm for drug discovery.	0	1	0	0	0	0	0	1	1/13/17 0:00	NULL	1	0
120	Molecular Systems Biology	NULL	"Treatment of BRAF-mutant melanomas with MAP kinase pathway inhibitors is paradigmatic of the promise of precision cancer therapy but also highlights problems with drug resistance that limit patient benefit. We use live-cell imaging, single-cell analysis, and molecular profiling to show that exposure of tumor cells to RAF/MEK inhibitors elicits a heterogeneous response in which some cells die, some arrest, and the remainder adapt to drug. Drug-adapted cells up-regulate markers of the neural crest (e.g., NGFR), a melanocyte precursor, and grow slowly. This phenotype is transiently stable, reverting to the drug-naïve state within 9 days of drug withdrawal. Transcriptional profiling of cell lines and human tumors implicates a c-Jun/ECM/FAK/Src cascade in de-differentiation in about one-third of cell lines studied; drug-induced changes in c-Jun and NGFR levels are also observed in xenograft and human tumors. Drugs targeting the c-Jun/ECM/FAK/Src cascade as well as BET bromodomain inhibitors increase the maximum effect (Emax) of RAF/MEK kinase inhibitors by promoting cell killing. Thus, analysis of reversible drug resistance at a single-cell level identifies signaling pathways and inhibitory drugs missed by assays that focus on cell populations."	"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/fallahi-sichani-molsystbiol-2017/\""}"""	905	1	13	PMC5248573	28069687	10.15252/msb.20166796	NULL	2017	Adaptive resistance of melanoma cells to RAF inhibition via reversible induction of a slowly dividing de-differentiated state.	0	1	1	1	0	1	0	0	1/13/17 0:00	NULL	0	1
121	Molecular Cell	NULL	"Targeted mass spectrometry assays for protein quantitation monitor peptide surrogates, which are easily multiplexed to target many peptides in a single assay. However, these assays have generally not taken advantage of sample multiplexing, which allows up to ten analyses to occur in parallel. We present a two-dimensional multiplexing workflow that utilizes synthetic peptides for each protein to prompt the simultaneous quantification of >100 peptides from up to ten mixed sample conditions. We demonstrate that targeted analysis of unfractionated lysates (2 hr) accurately reproduces the quantification of fractionated lysates (72 hr analysis) while obviating the need for peptide detection prior to quantification. We targeted 131 peptides corresponding to 69 proteins across all 60 National Cancer Institute cell lines in biological triplicate, analyzing 180 samples in only 48 hr (the equivalent of 16 min/sample). These data further elucidated a correlation between the expression of key proteins and their cellular response to drug treatment."	"{\Data Browser\"": \""http://elk.med.harvard.edu/tomahaq/\"", \""Method Tutorial\"": \""https://gygi.med.harvard.edu/sites/gygi.med.harvard.edu/files/documents/TOMAHAQ_MethodConstrucction.pdf\""}"																					
NULL	NULL	NULL	NULL	NULL	"	361-370"""	2	65	PMC5250569	28065596	10.1016/j.molcel.2016.12.005	NULL	2017	A strategy to combine sample multiplexing with targeted proteomics assays for high-throughput protein signature characterization.	1	1	1	0	0	1	0	0	1/13/17 0:00	NULL	0	1
122	Journal of Proteome Research	NULL	"While developing a multiplexed phosphotyrosine peptide quantification assay, an unexpected observation was made: significant neutral loss from phosphotyrosine (pY) containing peptides. Using a 2000-member peptide library, we sought to systematically investigate this observation by comparing unlabeled peptides with the two highest-plex isobaric tags (iTRAQ8 and TMT10) across CID, HCD, and ETD fragmentation using high resolution high mass accuracy Orbitrap instrumentation. We found pY peptide neutral loss behavior was consistent with reduced proton mobility, and does not occur during ETD. The site of protonation at the peptide N-terminus changes from a primary to a tertiary amine as a result of TMT labeling which would increase the gas phase basicity and reduce proton mobility at this site. This change in fragmentation behavior has implications during instrument method development and interpretation of MS/MS spectra, and therefore ensuing follow-up studies. We show how sites not localized to tyrosine by search and site localization algorithms can be confidently reassigned to tyrosine using neutral loss and phosphotyrosine immonium ions. We believe these findings will be of general interest to those studying pY signal transduction using isobaric tags."	NULL	1069-1076	2	16	NULL	27978624	10.1021/acs.jproteome.6b00487	NULL	2016	Neutral loss is a very common occurrence in phosphotyrosine-containing peptides labeled with isobaric tags.	0	0	0	0	0	0	0	0	1/13/17 0:00	NULL	1	1
123	Current Protocols in Chemical Biology	NULL	"Cyclic Immunofluorescence (CycIF) is a public-domain method for performing highly multiplexed immunofluorescence imaging using a conventional epifluorescence microscope. It uses simple reagents and existing antibodies to construct images with up to 30 channels by sequential 4- to 6-channel imaging followed by fluorophore inactivation. Three variant methods are described, the most generally useful of which involves staining fixed cells with antibodies directly conjugated to Alexa Fluor dyes and imaging in four colors, inactivating fluorophores using a mild base in the presence of hydrogen peroxide and light, and then performing another round of staining and imaging. Cell morphology is preserved through multiple rounds of CycIF, and signal-to-noise ratios appear to increase. Unlike antibody-stripping methods, CycIF is gentle and optimized for monolayers of cultured cells. A second protocol involves indirect immunofluorescence and a third enables chemical inactivation of genetically encoded fluorescent proteins, allowing multiplex immunofluorescence to be combined with live-cell analysis of cells expressing fluorescent reporter proteins. © 2016 by John Wiley & Sons, Inc."	"{\Project Explorer\"": \""http://lincs.hms.harvard.edu/lin-natcommun-2015-resource/\"", "																					
NULL	NULL	NULL		"\""ImageJ Macros/MATLAB Scripts\"": \""http://lincs.hms.harvard.edu/lin-natcommun-2015-resource/\""}"""	251-264	4	8	PMC5233430	27925668	10.1002/cpch.14	NULL	2016	"Cyclic Immunofluorescence (CycIF), a highly multiplexed method for single-cell imaging."	1	0	0	0	0	0	0	0	1/13/17 0:00	NULL	0	1
124	Cancer Cell	NULL	"MYCN amplification and overexpression are common in neuroendocrine prostate cancer (NEPC). However, the impact of aberrant N-Myc expression in prostate tumorigenesis and the cellular origin of NEPC have not been established. We define N-Myc and activated AKT1 as oncogenic components sufficient to transform human prostate epithelial cells to prostate adenocarcinoma and NEPC with phenotypic and molecular features of aggressive, late-stage human disease. We directly show that prostate adenocarcinoma and NEPC can arise from a common epithelial clone. Further, N-Myc is required for tumor maintenance, and destabilization of N-Myc through Aurora A kinase inhibition reduces tumor burden. Our findings establish N-Myc as a driver of NEPC and a target for therapeutic intervention."	NULL	536-47	4	29	PMC4829466	27050099	10.1016/j.ccell.2016.03.001	NULL	2016	N-Myc drives neuroendocrine prostate cancer Initiated from human prostate epithelial cells.	0	1	1	1	0	0	0	0	1/13/17 0:00	NULL	0	0
125	PLoS Computational Biology	NULL	"High throughput mRNA expression profiling can be used to characterize the response of cell culture models to perturbations such as pharmacologic modulators and genetic perturbations. As profiling campaigns expand in scope, it is important to homogenize, summarize, and analyze the resulting data in a manner that captures significant biological signals in spite of various noise sources such as batch effects and stochastic variation. We used the L1000 platform for large-scale profiling of 978 representative genes across thousands of compound treatments. Here, a method is described that uses deep learning techniques to convert the expression changes of the landmark genes into a perturbation barcode that reveals important features of the underlying data, performing better than the raw data in revealing important biological insights. The barcode captures compound structure and target information, and predicts a compound's high throughput screening promiscuity, to a higher degree than the original data measurements, indicating that the approach uncovers underlying factors of the expression data that are otherwise entangled or masked by noise. Furthermore, we demonstrate that visualizations derived from the perturbation barcode can be used to more sensitively assign functions to unknown compounds through a guilt-by-association approach, which we use to predict and experimentally validate the activity of compounds on the MAPK pathway. The demonstrated application of deep metric learning to large-scale chemical genetics projects highlights the utility of this and related approaches to the extraction of insights and testable hypotheses from big, sometimes noisy data."	NULL	NULL	2	13	NULL	28182661	10.1371/journal.pcbi.1005335	NULL	2017	Representing high throughput expression profiles via perturbation barcodes reveals compound targets.	0	1	1	1	0	1	0	0	2/14/17 0:00	NULL	1	0
126	PLoS One	NULL	"An in silico chemical genomics approach is developed to predict drug repositioning (DR) candidates for three types of cancer: glioblastoma, lung cancer, and breast cancer. It is based on a recent large-scale dataset of ~20,000 drug-induced expression profiles in multiple cancer cell lines, which provides i) a global impact of transcriptional perturbation of both known targets and unknown off-targets, and ii) rich information on drug's mode-of-action. First, the drug-induced expression profile is shown more effective than other information, such as the drug structure or known target, using multiple HTS datasets as unbiased benchmarks. Particularly, the utility of our method was robustly demonstrated in identifying novel DR candidates. Second, we predicted 14 high-scoring DR candidates solely based on expression signatures. Eight of the fourteen drugs showed significant anti-proliferative activity against glioblastoma; i.e., ivermectin, trifluridine, astemizole, amlodipine, maprotiline, apomorphine, mometasone, and nortriptyline. Our DR score strongly correlated with that of cell-based experimental results; the top seven DR candidates were positive, corresponding to an approximately 20-fold enrichment compared with conventional HTS. Despite diverse original indications and known targets, the perturbed pathways of active DR candidates show five distinct patterns that form tight clusters together with one or more known cancer drugs, suggesting common transcriptome-level mechanisms of anti-proliferative activity."	NULL	e0150460	3	11	PMC4783079	26954019	10.1371/journal.pone.0150460	NULL	2016	Drug repositioning for cancer therapy based on large-scale drug-Induced transcriptional signatures.	0	1	0	1	0	0	0	0	3/30/17 0:00	NULL	1	0
127	Journal of Innate Immunity	NULL	"An excess or dysregulated host inflammatory responses cause much of the morbidity and mortality caused by severe influenza. Given the limitations of vaccines and antiviral drugs, novel therapeutics to modulate host responses and improve outcomes in severe influenza are needed. One strategy is to learn from the direct comparison of high-survivor versus high-mortality animal models. This review surveys the results of lung transcriptome profiling studies in murine models that directly compare susceptible versus resistant hosts challenged with identical influenza infections. The potential contributions and limitations of these studies are discussed. To amplify their power, the studies are subjected to a meta-analysis, which helps identify frequently dysregulated pathways and potentially novel areas for investigation. Using connectivity map-based tools (LINCS), transcriptome signatures linked to susceptibility can identify candidate drugs that merit testing for in vivo efficacy."	NULL	232-242	3	9	NULL	28249256	10.1159/000457902	NULL	2017	Searching for a lifeline: transcriptome profiling studies of influenza susceptibility and resistance.	0	1	0	1	0	0	0	1	3/30/17 0:00	NULL	0	0
128	Journal of Psychopharmacology	NULL	"Current pharmacological treatments for major depressive disorder (MDD) are ineffective in a significant proportion of patients, and the identification of new antidepressant compounds has been difficult. 'Connectivity mapping' is a method that can be used to identify drugs that elicit similar downstream effects on mRNA levels when compared to current treatments, and thus may point towards possible repositioning opportunities. We investigated genome-wide transcriptomic changes to human hippocampal progenitor cells treated with therapeutically relevant concentrations of a tricyclic antidepressant (nortriptyline) and a selective serotonin reuptake inhibitor (escitalopram). We identified mRNA changes common to both drugs to create an 'antidepressant mRNA signature'. We used this signature to probe the Library of Integrated Network-based Cellular Signatures (LINCS) and to identify other compounds that elicit similar changes to mRNA in neural progenitor cells. Results from LINCS revealed that the tricyclic antidepressant clomipramine elicited mRNA changes most similar to our mRNA signature, and we identified W-7 and vorinostat as functionally relevant drug candidates, which may have repositioning potential. Our results are encouraging and represent the first attempt to use connectivity mapping for drug repositioning in MDD."	NULL	338-345	3	31	PMC5349314	28208023	10.1177/0269881117691467	NULL	2017	Transcriptomic profiling of human hippocampal progenitor cells treated with antidepressants and its application in drug repositioning.	0	1	1	1	0	1	0	0	3/30/17 0:00	NULL	0	0
129	Brain Sciences	NULL	"Morphine, an effective but addictive analgesic, can profoundly affect the inflammatory response to pathogens, and long-term use can result in morphine tolerance. Inflammasomes are protein complexes involved in the inflammatory response. The nucleotide-binding oligomerization domain-like receptor (NLR) Family Pyrin Domain Containing (NLRP) 12 (NLRP12) inflammasome has been reported to have anti-inflammatory activity. In this study, we examined the expression of NLRP12 inflammasome related genes in the adult F344 rat brain in response to the bacterial endotoxin lipopolysaccharide (LPS) in the presence and absence of morphine tolerance. Morphine tolerance was elicited using the 2 + 4 morphine-pelleting protocol. On Day 1, the rats were pelleted subcutaneously with 2 pellets of morphine (75 mg/pellet) or a placebo; on Days 2 and 4 pellets were given. On Day 5, the animals were randomly assigned to receive either 250 µg/kg LPS or saline (i.p.). The expression of 84 inflammasome related genes in the rat brain was examined using a Ploymerase Chain Reaction (PCR) array. In response to LPS, there was a significant increase in the expression of the pro-inflammatory cytokine/chemokine genes interleukin-1 beta (Il-1β), interleukin-6 (Il-6), C-C motif chemokine ligand 2 (Ccl2), C-C motif chemokine ligand 7 (Ccl7), C-X-C motif chemokine ligand 1 (Cxcl1), and C-X-C motif chemokine ligand 3 (Cxcl3) and a significant decrease in the anti-inflammatory NLRP12 gene in both morphine-tolerant and placebo-control rats compared to saline-treated rats, although the changes were greater in the placebo-control animals. The Library of Integrated Network-Based Cellular Signatures' (LINCS) connectivity map was used to analyze the list of affected genes to identify potential targets associated with the interactions of LPS and morphine tolerance. Our data indicate that, in the morphine tolerant state, the expression of NLRP12 and its related genes is altered in response to LPS and that the Vacuolar protein-sorting-associated protein 28 (VPS28), which is involved in the transport and sorting of proteins into sub-cellular vesicles, may be the key regulator of these alterations."	NULL	E14	2	7	PMC5332957	28178176	10.3390/brainsci7020014	NULL	2017	NLRP12 inflammasome expression in the rat brain in response to LPS during morphine tolerance.	0	1	1	1	0	0	0	0	3/30/17 0:00	NULL	0	0
130	Nature Medicine	NULL	"Drug repurposing, the application of an existing therapeutic to a new disease indication, holds promise of rapid clinical impact at a lower cost than de novo drug development. So far, there has not been a systematic effort to identify such opportunities, limited in part by the lack of a comprehensive library of clinical compounds suitable for testing. To address this challenge, we hand-curated a collection of 4,707 compounds, experimentally confirmed their identities, and annotated them with literature-reported targets. The collection includes 3,422 drugs that are marketed around the world or that have been tested in human clinical trials. Compounds were obtained from more than 50 chemical vendors, and the purity of each sample was established. We have thus established a blueprint for others to easily assemble such a repurposing library, and we have created an online Drug Repurposing Hub (http://www.broadinstitute.org/repurposing) that contains detailed annotation for each of the compounds."	"{\Drug Repurposing Hub\"": \""https://clue.io/repurposing\""}"""	405-408	4	23	NULL	28388612	10.1038/nm.4306	NULL	2017	The Drug Repurposing Hub: a next-generation drug library and information resource.	0	1	1	1	0	0	1	0	4/11/17 0:00	NULL	0	1
131	Cancer Research	NULL	"Identification of drug targets and mechanism of action (MoA) for new and uncharacterized anticancer drugs is important for optimization of treatment efficacy. Current MoA prediction largely relies on prior information including side effects, therapeutic indication, and chemo-informatics. Such information is not transferable or applicable for newly identified, previously uncharacterized small molecules. Therefore, a shift in the paradigm of MoA predictions is necessary towards development of unbiased approaches that can elucidate drug relationships and efficiently classify new compounds with basic input data. We propose here a new integrative computational pharmacogenomic approach, referred to as Drug Network Fusion (DNF), to infer scalable drug taxonomies that relies only on basic drug characteristics towards elucidating drug-drug relationships. DNF is the first framework to integrate drug structural information, high-throughput drug perturbation, and drug sensitivity profiles, enabling drug classification of new experimental compounds with minimal prior information. DNF taxonomy succeeded in identifying pertinent and novel drug-drug relationships, making it suitable for investigating experimental drugs with potential new targets or MoA. The scalability of DNF facilitated identification of key drug relationships across different drug categories and poses as a flexible tool for potential clinical applications in precision medicine. Our results support DNF as a valuable resource to the cancer research community by providing new hypotheses on compound MoA and potential insights for drug repurposing."	NULL	3057-3069	11	77	NULL	28314784	10.1158/0008-5472.CAN-17-0096	NULL	2017	Integrative cancer pharmacogenomics to infer large-scale drug taxonomy.	0	1	0	1	0	0	0	0	0000-00-00 00:00:00	NULL	1	0
132	Journal of Biomedical Informatics	NULL	"The volume and diversity of data in biomedical research has been rapidly increasing in recent years. While such data hold significant promise for accelerating discovery, their use entails many challenges including: the need for adequate computational infrastructure, secure processes for data sharing and access, tools that allow researchers to find and integrate diverse datasets, and standardized methods of analysis. These are just some elements of a complex ecosystem that needs to be built to support the rapid accumulation of these data. The NIH Big Data to Knowledge (BD2K) initiative aims to facilitate digitally enabled biomedical research. Within the BD2K framework, the Commons initiative is intended to establish a virtual environment that will facilitate the use, interoperability, and discoverability of shared digital objects used for research. The BD2K Commons Framework Pilots Working Group (CFPWG) was established to clarify goals and work on pilot projects that would address existing gaps toward realizing the vision of the BD2K Commons. This report reviews highlights from a two-day meeting involving the BD2K CFPWG to provide insights on trends and considerations in advancing Big Data science for biomedical research in the United States."	"{\Harmonizome\"":\""http://amp.pharm.mssm.edu/Harmonizome\"", \""Big Data Science MOOC\"":\""https://www.coursera.org/learn/bd2k-lincs\"",\""BD2K-LINCS DCIC website\"":\""http://lincs-dcic.org/#/\""}"""	30101-30106	17	pii: S1532-0464	NULL	28501646	10.1016/j.jbi.2017.05.006	NULL	2017	Developing a framework for digital objects in the Big Data to Knowledge (BD2K) Commons: Report from the Commons Framework Pilots Workshop.	0	0	0	0	0	0	0	1	5/31/17 0:00	NULL	0	1
133	bioRxiv	NULL	"Deep mRNA sequencing (mRNAseq) is the state-of-the-art for whole transcriptome measurements. A key step is creating a library of cDNA sequencing fragments from RNA. This is generally done by random priming, creating multiple sequencing fragments along the length of each transcript. A 3' end-focused library approach cannot detect differential splicing, but has potentially higher throughput at lower cost (~10-fold lower), along with the ability to improve quantification by using transcript molecule counting with unique molecular identifiers (UMI) to correct for PCR bias. Here, we compare implementation of such a 3'-digital gene expression (3'-DGE) approach with \conventional\"" random primed mRNAseq, which has not yet been done. We find that while conventional mRNAseq detects ~15% more genes, the resulting lists of differentially expressed genes and therefore biological conclusions and gene signatures are highly concordant between the two techniques. We also find good quantitative agreement on the level of individual genes between the two techniques in terms of both read counts and fold change between two conditions. We conclude that for high-throughput applications, the potential cost savings associated with the 3'-DGE approach are a very reasonable tradeoff for modest reduction in sensitivity and inability to observe alternative splicing, and should enable much larger scale studies focused on not only differential expression analysis, but also quantitative transcriptome profiling. The computational scripts and programs, along with experimental standard operating procedures used in our pipeline presented here, are freely available on our website (www.dtoxs.org)."""	NULL	NULL	NULL	[preprint]	NULL	NULL	10.1101/098905	http://biorxiv.org/content/early/2017/01/06/098905.abstract	2017	A comparison of mRNA sequencing with random primed and 3'-directed libraries.	1	1	1	0	0	0	0	0	5/31/17 0:00	NULL	1	1
134	bioRxiv	NULL	"We previously piloted the concept of a Connectivity Map (CMap), whereby genes, drugs and disease states are connected by virtue of common gene-expression signatures. Here, we report more than a 1,000-fold scale-up of the CMap as part of the NIH LINCS Consortium, made possible by a new, low-cost, high throughput reduced representation expression profiling method that we term L1000. We show that L1000 is highly reproducible, comparable to RNA sequencing, and suitable for computational inference of the expression levels of 81% of non-measured transcripts. We further show that the expanded CMap can be used to discover mechanism of action of small molecules, functionally annotate genetic variants of disease genes, and inform clinical trials. The 1.3 million L1000 profiles described here, as well as tools for their analysis, are available at https://clue.io."	"{\CLUE Platform\"": \""https://clue.io\""}"""	NULL	NULL	[preprint]	NULL	NULL	10.1101/136168	http://biorxiv.org/content/early/2017/05/10/136168.abstract	2017	"A next generation Connectivity Map: L1000 platform and the first 1,000,000 profiles."	1	1	1	0	0	0	1	0	5/31/17 0:00	NULL	0	1
135	bioRxiv	NULL	"The use of community-driven metadata standards, such as minimal information guidelines, terminologies, formats/models, is essential to ensure that data and other digital research outputs are Findable, Accessible, Interoperable, and Reusable, according to the FAIR principles. As with other types of digital assets, metadata standards also need be FAIR. Their discoverability and accessibility is ensured by BioSharing, the most comprehensive resource of metadata standards, interlinked to data repositories and policies, available in the life, environmental and biomedical sciences. With its growing content, endorsements, and collaborative network, BioSharing is part of a larger ecosystem of interoperable resources. Here we describe some of the activities under the USA National Institutes of Health (NIH)&#039;s Big Data to Knowledge (BD2K) Initiative, illustrating how we track the evolution and use of metadata standards and work to connect them to indexes and annotation tools."	"{\LINCS Collection on biosharing.org\"":\""https://biosharing.org/collection/LINCSProject?q=&selected_facets=status:Ready\""}"""	NULL	NULL	[preprint]	NULL	NULL	10.1101/144147	http://biorxiv.org/content/early/2017/05/31/144147.abstract	2017	BioSharing: Harnessing metadata standards for the Data Commons.	0	0	0	0	1	0	0	0	6/1/17 0:00	NULL	0	0
136	BMC Genomics	NULL	"BACKGROUND: MicroRNAs (miRNAs) play multiple roles in tumor biology. Interestingly, reports from multiple groups suggest that miRNA targets may be coupled through competitive stoichiometric sequestration. Specifically, computational models predicted and experimental assays confirmed that miRNA activity is dependent on miRNA target abundance, and consequently, changes in the abundance of some miRNA targets lead to changes to the regulation and abundance of their other targets. The resulting indirect regulatory influence between miRNA targets resembles competition and has been dubbed competitive endogenous RNA (ceRNA). Recent studies have questioned the physiological relevance of ceRNA interactions, our ability to accurately predict these interactions, and the number of genes that are impacted by ceRNA interactions in specific cellular contexts.
RESULTS: To address these concerns, we reverse engineered ceRNA networks (ceRNETs) in breast and prostate adenocarcinomas using context-specific TCGA profiles, and tested whether ceRNA interactions can predict the effects of RNAi-mediated gene silencing perturbations in PC3 and MCF7 cells._ENREF_22 Our results, based on tests of thousands of inferred ceRNA interactions that are predicted to alter hundreds of cancer genes in each of the two tumor contexts, confirmed statistically significant effects for half of the predicted targets.
CONCLUSIONS: Our results suggest that the expression of a significant fraction of cancer genes may be regulated by ceRNA interactions in each of the two tumor contexts."	NULL	418	1	18	NULL	28558729	10.1186/s12864-017-3790-7	NULL	2017	High-throughput validation of ceRNA regulatory networks.	0	1	1	1	0	0	0	0	6/1/17 0:00	NULL	1	0
137	Immunopharmacology Immunotoxicology	NULL	"Mebendazole (MBZ), a drug commonly used for helminitic infections, has recently gained substantial attention as a repositioning candidate for cancer treatment. However, the mechanism of action behind its anticancer activity remains unclear. To address this problem, we took advantage of the curated MBZ-induced gene expression signatures in the LINCS Connectivity Map (CMap) database. The analysis revealed strong negative correlation with MEK/ERK1/2 inhibitors. Moreover, several of the most upregulated genes in response to MBZ exposure were related to monocyte/macrophage activation. The MBZ-induced gene expression signature in the promyeloblastic HL-60 cell line was strongly enriched in genes involved in monocyte/macrophage pro-inflammatory (M1) activation. This was subsequently validated using MBZ-treated THP-1 monocytoid cells that demonstrated gene expression, surface markers and cytokine release characteristic of the M1 phenotype. At high concentrations MBZ substantially induced the release of IL-1β and this was further potentiated by lipopolysaccharide (LPS). At low MBZ concentrations, cotreatment with LPS was required for MBZ-stimulated IL-1β secretion to occur. Furthermore, we show that the activation of protein kinase C, ERK1/2 and NF-kappaB were required for MBZ-induced IL-1β release. MBZ-induced IL-1β release was found to be dependent on NLRP3 inflammasome activation and to involve TLR8 stimulation. Finally, MBZ induced tumor-suppressive effects in a coculture model with differentiated THP-1 macrophages and HT29 colon cancer cells. In summary, we report that MBZ induced a pro-inflammatory (M1) phenotype of monocytoid cells, which may, at least partly, explain MBZ's anticancer activity observed in animal tumor models and in the clinic."	NULL	12-Jan	NULL	[Epub ahead of print]	NULL	28472897	10.1080/08923973.2017.1320671	NULL	2017	The anticancer effect of mebendazole may be due to M1 monocyte/macrophage activation via ERK1/2 and TLR8-dependent inflammasome activation.	0	1	1	1	0	0	0	0	6/5/17 0:00	NULL	0	0
138	Cell Reports	NULL	"Brain microvascular endothelial cells (BMECs) are an essential component of the blood-brain barrier (BBB) that shields the brain against toxins and immune cells. While BBB dysfunction exists in neurological disorders, including Huntington's disease (HD), it is not known if BMECs themselves are functionally compromised to promote BBB dysfunction. Further, the underlying mechanisms of BBB dysfunction remain elusive given limitations with mouse models and post-mortem tissue to identify primary deficits. We undertook a transcriptome and functional analysis of human induced pluripotent stem cell (iPSC)-derived BMECs (iBMEC) from HD patients or unaffected controls. We demonstrate that HD iBMECs have intrinsic abnormalities in angiogenesis and barrier properties, as well as in signaling pathways governing these processes. Thus, our findings provide an iPSC-derived BBB model for a neurodegenerative disease and demonstrate autonomous neurovascular deficits that may underlie HD pathology with implications for therapeutics and drug delivery."	NULL	1365-1377	7	19	NULL	28514657	10.1016/j.celrep.2017.04.021	NULL	2017	Huntington's disease iPSC-derived brain microvascular endothelial cells reveal WNT-mediated angiogenic and blood-brain barrier deficits.	0	1	1	0	0	0	0	0	6/14/17 0:00	NULL	0	1
