abstract,analytical_method_development,article_name,assay_development,authors,center,center_pub,comments,created_at,data_analysis,data_generation,data_integration,data_standards,doi,issue,journal_name,other_link,pm_id,pmc_id,pp_pages,publication_id,resource_links,review,scopus_citations,show_at_home_order,signature_generation,software_development,updated_at,volume,year_published,PMCID,citations,n_citations,citation_years,YEAR,Proteomics,Microenvironment,DCIC,Drug Toxicity,HMS,Transcriptomics,NeuroLINCS,InternalExternal
"The creation of datasets that are findable, accessible, interoperable and reproducible (the FAIR standard) requires that data provenance be maintained. Provenance is particularly important for microscopy data, whose interpretation is dependent on the biological context (e.g.cell state) and detection reagent (e.g. antibody.) This paper describes a new software tool, OMERO.forms, that extends the OMERO microscopy data management system to simplify and enhance metadata entry and provenance tracking.",0.0,Maintaining the provenance of microscopy metadata using OMERO.forms software.,0.0,"Russell DPW, Sorger PK",,1.0,,10/18/17 0:00,0.0,0.0,0.0,0.0,10.1101/109199,,bioRxiv,https://www.biorxiv.org/content/early/2017/02/16/109199,0.0,,,165.0,"{\OMERO.forms source code\"":\""https://github.com/sorgerlab/OMERO.forms\""}""",0.0,,,0.0,1.0,,[preprint],2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Background: The inference of gene regulatory networks is of great interest and has various applications. The recent advances in high-throughout biological data collection have facilitated the construction and understanding of gene regulatory networks in many model organisms. However, the inference of gene networks from large-scale human genomic data can be challenging. Generally, it is difficult to identify the correct regulators for each gene in the large search space, given that the high dimensional gene expression data only provides a small number of observations for each gene. Results: We present a Bayesian approach integrating external data sources with knockdown data from human cell lines to infer gene regulatory networks. In particular, we assemble multiple data sources including gene expression data, genome-wide binding data, gene ontology, known pathways and use a supervised learning framework to compute prior probabilities of regulatory relationships. We show that our integrated method improves the accuracy of inferred gene networks. We apply our method to two different human cell lines, which illustrates the general scope of our method. Conclusions: We present a flexible and systematic framework for external data integration that improves the accuracy of human gene network inference while retaining efficiency. Integrating various data sources of biological information also provides a systematic way to build on knowledge from existing literature.",1.0,Integration of multiple data sources for gene network inference using genetic perturbation data.,0.0,"Liang X, Young WC, Hung LH, Raftery AE, Yeung KY",,1.0,,10/18/17 0:00,1.0,0.0,1.0,0.0,10.1101/158394,,bioRxiv,https://www.biorxiv.org/content/early/2017/07/02/158394,0.0,,,166.0,,0.0,,,0.0,0.0,,[preprint],2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Background: One of the most successful approaches to develop new small molecule therapeutics has been to start from a validated druggable protein target. However, only a small subset of potentially druggable targets has attracted significant research and development resources. The Illuminating the Druggable Genome (IDG) project develops resources to catalyze the development of likely targetable, yet currently understudied prospective drug targets. A central component of the IDG program is a comprehensive knowledge resource of the druggable genome. Results: As part of that effort, we have been developing a framework to integrate, navigate, and analyze drug discovery data based on formalized and standardized classifications and annotations of druggable protein targets, the Drug Target Ontology (DTO). DTO was constructed by extensive curation and consolidation of various resources. DTO classifies the four major drug target protein families, GPCRs, kinases, ion channels and nuclear receptors, based on phylogenecity, function, target development level, disease association, tissue expression, chemical ligand and substrate characteristics, and target-family specific characteristics. The formal ontology was built using a new software tool to auto-generate most axioms from a database while also supporting manual knowledge acquisition. A modular, hierarchical implementation facilitates development and maintenance and makes use of various external ontologies, thus integrating the DTO into the ecosystem of biomedical ontologies. As a formal OWL-DL ontology, DTO contains asserted and inferred axioms. Modeling data from the Library of Integrated Network-based Cellular Signatures (LINCS) program illustrates the potential of DTO for contextual data integration and nuanced definition of important drug target characteristics. DTO has been implemented in the IDG user interface Portal, Pharos and the TIN-X explorer of protein target disease relationships. Conclusions: DTO was built based on the need for a formal semantic model for druggable targets including various related information such as protein, gene, protein domain, protein structure, binding site, small molecule drug, mechanism of action, protein tissue localization, disease association, and many other types of information. DTO will further facilitate the otherwise challenging integration and formal linking to biological assays, phenotypes, disease models, drug poly-pharmacology, binding kinetics and many other processes, functions and qualities that are at the core of drug discovery. The first version of DTO is publically available via the website http://drugtargetontology.org/, Github (https://github.com/DrugTargetOntology/DTO), and the NCBO Bioportal (https://bioportal.bioontology.org/ontologies/DTO). The long-term goal of DTO is to provide such an integrative framework and to populate the ontology with this information as a community resource.",0.0,Drug target ontology to classify and integrate drug discovery data.,0.0,"Mehta S, McGinty HK, Turner JP, Vidovic D, Forlin M, Koleti A, Nguyen DT, Jensen LJ, Guha R, Mathias SL, Ursu O, Stathias V, Duan J, Nabizadeh N, Chung C, Mader C, Visser U, Yang JJ, Bologa CG, Oprea T, Schurer SC",,1.0,,10/18/17 0:00,0.0,0.0,0.0,1.0,10.1101/117564,,bioRxiv,https://www.biorxiv.org/content/early/2017/07/27/117564,0.0,,,167.0,"{\Drug Target Ontology\"":\""http://drugtargetontology.org/\""}""",0.0,,,0.0,1.0,,[preprint],2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Creating a cDNA library for deep mRNA sequencing (mRNAseq) is generally done by random priming, creating multiple sequencing fragments along each transcript. A 3′-end-focused library approach cannot detect differential splicing, but has potentially higher throughput at a lower cost, along with the ability to improve quantification by using transcript molecule counting with unique molecular identifiers (UMI) that correct PCR bias. Here, we compare an implementation of such a 3′-digital gene expression (3′-DGE) approach with “conventional” random primed mRNAseq. Given our particular datasets on cultured human cardiomyocyte cell lines, we find that, while conventional mRNAseq detects ~15% more genes and needs ~500,000 fewer reads per sample for equivalent statistical power, the resulting differentially expressed genes, biological conclusions, and gene signatures are highly concordant between two techniques. We also find good quantitative agreement at the level of individual genes between two techniques for both read counts and fold changes between given conditions. We conclude that, for high-throughput applications, the potential cost savings associated with 3′-DGE approach are likely a reasonable tradeoff for modest reduction in sensitivity and inability to observe alternative splicing, and should enable many larger scale studies focusing on not only differential expression analysis, but also quantitative transcriptome profiling.",0.0,A comparison of mRNA sequencing with random primed and 3′-directed libraries.,0.0,"Xiong Y, Soumillon M, Wu J, Hansen J, Hu B, Hasselt JGC, Jayaraman G, Lim R, Bouhaddou M, Ornelas L, Bochicchio J, Lenaeus L, Stocksdale J, Shim J, Gomez E, Sareen D, Svendsen C, Thompson LM, Mahajan M, Iyengar R, Sobie EA, Azeloglu EU, Birtwistle MR",,1.0,,11/8/17 0:00,1.0,1.0,0.0,0.0,"10.1038/s41598-017-14892-x
 ",7,Scientific Reports,https://www.nature.com/articles/s41598-017-14892-x.epdf?author_access_token=HDorOpssIpCeQHJt_UIgKtRgN0jAjWel9jnR3ZoTv0N1cxTpiQfYH5E6a6pL_tld7s0hLErD55j_CE7DNWh-vZhegtXZFWNbwZI1yKvWHzQ2YVXIxLpW_nBfda5THpRw50OQobOHmEiPxc2Z5jb9zw%3D%3D,0.0,,14626,186.0,,0.0,,,0.0,0.0,,,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Evidence that some influential biomedical results cannot be recapitulated has increased calls for data that is findable, accessible, interoperable, and reproducible (FAIR). Here, we study factors influencing the reproducibility of a prototypical cell-based assay: responsiveness of cultured cell lines to anti-cancer drugs. Such assays are important for drug development, mechanism of action studies, and patient stratification. This study involved seven research centers comprising the NIH LINCS Program Consortium, which aims to systematically characterize the responses of human cells to perturbation by gene disruption, small molecule drugs, and components of the microenvironment. We found that factors influencing the measurement of drug response vary substantially with the compound being analyzed and thus, the underlying biology. For example, substitution of a surrogate assay such as CellTiter-Glo(r) for direct microscopy-based cell counting is acceptable in the case of neratinib or alpelisib, but not palbociclib or etoposide. Uncovering and controlling for such context sensitivity requires systematic measurement of assay robustness in the face of biological variation, which is distinct from assay precision and sensitivity. Conversely, validating assays only over a narrow range of conditions has the potential to introduce serious systematic error in a large dataset spanning many compounds and cell lines.",0.0,A multi-center study on factors influencing the reproducibility of in vitro drug-response studies.,1.0,"Niepel M, Hafner M, Williams EH, Chung M, Barrette AM, Stern AD, Hu B, LINCS Consortium, Gray JW, Birtwistle MR, Heiser LM, Sorger PK",,1.0,,11/13/17 0:00,1.0,1.0,1.0,0.0,10.1101/213553,,bioRxiv,,0.0,,,188.0,,0.0,,,1.0,0.0,,[preprint],2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Three inhibitors of the cyclin-dependent kinases CDK4/6, palbociclib, ribociclib, and abemaciclib, have emerged as highly promising therapies for the treatment of breast cancer and other solid tumors. These drugs are reported to have similar mechanisms of action although recent data suggest that abemaciclib exhibits distinct single-agent activity and toxicity. We compare their mechanisms of action using biochemical assays, mRNA profiling, mass spectrometry-based phospho-proteomics, and GR-based dose-response assays. We find that abemaciclib has activities not shared by palbociclib or ribociclib including: induction of cell death (even in pRb-deficient cells), arrest in the G2 phase of the cell cycle, and reduced drug adaptation. These activities appear to arise from inhibition of CDKs other than CDK4/6 including CDK2/Cyclin A/E and CDK1/Cyclin B. We propose that inhibition of these kinases by abemaciclib overcomes known mechanisms of resistance to CDK4/6 inhibition and may be therapeutically advantageous for patients whose tumors progress on palbociclib or ribociclib.
",0.0,Therapeutically advantageous secondary targets of abemaciclib identified by multi-omics profiling of CDK4/6 inhibitors.,0.0,"Hafner M, Mills CE, Subramanian K, Chen C, Chung M, Boswell SA, Everley RA, Walmsley CS, Juirc G, Sorger PK",,1.0,,11/13/17 0:00,1.0,1.0,0.0,0.0,10.1101/211680,,bioRxiv,,0.0,,,189.0,,0.0,,,1.0,0.0,,211680,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"The Library of Integrated Network-based Cellular Signatures (LINCS) program is a national consortium funded by the NIH to generate a diverse and extensive reference library of cell-based perturbation-response signatures, along with novel data analytics tools to improve our understanding of human diseases at the systems level. In contrast to other large-scale data generation efforts, LINCS Data and Signature Generation Centers (DSGCs) employ a wide range of assay technologies cataloging diverse cellular responses. Integration of, and unified access to LINCS data has therefore been particularly challenging. The Big Data to Knowledge (BD2K) LINCS Data Coordination and Integration Center (DCIC) has developed data standards specifications, data processing pipelines, and a suite of end-user software tools to integrate and annotate LINCS-generated data, to make LINCS signatures searchable and usable for different types of users. Here, we describe the LINCS Data Portal (LDP) (http://lincsportal.ccs.miami.edu/), a unified web interface to access datasets generated by the LINCS DSGCs, and its underlying database, LINCS Data Registry (LDR). LINCS data served on the LDP contains extensive metadata and curated annotations. We highlight the features of the LDP user interface that is designed to enable search, browsing, exploration, download and analysis of LINCS data and related curated content.",0.0,Data Portal for the Library of Integrated Network-based Cellular Signatures (LINCS) program: integrated access to diverse large-scale cellular perturbation response data.,0.0,"Koleti A, Terryn R, Stathias V, Chung C, Cooper DJ, Turner JP, Vidovic D, Forlin M, Kelley TT, D'Urso A, Allen BK, Torre D, Jagodnik KM, Wang L, Jenkins SL, Mader C, Niu W, Fazel M, Mahi M, Pilarczyk M, Clark N, Shamsaei B, Meller J, Vasiliauskas J, et al",,1.0,,11/14/17 0:00,0.0,0.0,1.0,1.0,10.1093/nar/gkx1063,,Nucleic Acids Research,http://dx.doi.org/10.1093/nar/gkx1063,0.0,,,190.0,"{\LINCS Data Portal\"":\""http://lincsportal.ccs.miami.edu/\""}""",0.0,,,0.0,1.0,,gkx1063,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"The Experimental Factor Ontology (EFO) is an application ontology driven by experimental variables including cell lines to organize and describe the diverse experimental variables and data resided in the EMBL-EBI resources. The Cell Line Ontology (CLO) is an OBO community-based ontology that contains information of immortalized cell lines and relevant experimental components. EFO integrates and extends ontologies from the bio-ontology community to drive a number of practical applications. It is desirable that the community shares design patterns and therefore that EFO reuses the cell line representation from the Cell Line Ontology (CLO). There are, however, challenges to be addressed when developing a common ontology design pattern for representing cell lines in both EFO and CLO.",0.0,"Comparison, alignment, and synchronization of cell line information between CLO and EFO.",0.0,"Ong E, Sarntivijai S, Jupp S, Parkinson H, He Y",,1.0,,1/5/18 0:00,0.0,0.0,0.0,1.0,10.1186/s12859-017-1979-z,17,BMC Bioinformatics,https://doi.org/10.1186/s12859-017-1979-z,0.0,,25,194.0,,0.0,,,0.0,0.0,,18,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Cell cultures used in biomedical experiments come in the form of both sample biopsy primary cells, and maintainable immortalised cell lineages. The rise of bioinformatics and high-throughput technologies has led us to the requirement of ontology representation of cell types and cell lines. The Cell Ontology (CL) and Cell Line Ontology (CLO) have long been established as reference ontologies in the OBO framework. We have compiled a series of the challenges and the proposals of solutions in this CELLS (Cells in ExperimentaL Life Sciences) thematic series that cover the grounds of standing issues and the directions, which were discussed in the First International Workshop on CELLS at the the International Conference on Biomedical Ontology (ICBO). This workshop focused on the extension of the current CL and CLO to cover a wider set of biological questions and challenges needing semantic infrastructure for information modeling. We discussed data-driven use cases that leverage linkage of CL, CLO and other bio-ontologies. This is an established approach in data-driven ontologies such as the Experimental Factor Ontology (EFO), and the Ontology for Biomedical Investigation (OBI). The First International Workshop on CELLS at the International Conference on Biomedical Ontology has brought together experimental biologists and biomedical ontologists to discuss solutions to organizing and representing the rapidly evolving knowledge gained from experimental cells. The workshop has successfully identified the areas of challenge, and the gap in connecting the two domains of knowledge. The outcome of this workshop yielded practical implementation plans to filled in this gap.",0.0,Cells in experimental life sciences - challenges and solution to the rapid evolution of knowledge.,0.0,"Sarntivijai S, Diehl AD, He Y",,1.0,,1/5/18 0:00,0.0,0.0,0.0,0.0,10.1186/s12859-017-1976-2,17,BMC Bioinformatics,https://doi.org/10.1186/s12859-017-1976-2,0.0,,1,195.0,,1.0,,,0.0,0.0,,18,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Aiming to understand cellular responses to different perturbations, the NIH Common Fund Library of Integrated Network-based Cellular Signatures (LINCS) program involves many institutes and laboratories working on over a thousand cell lines. The community-based Cell Line Ontology (CLO) is selected as the default ontology for LINCS cell line representation and integration.",0.0,"Ontological representation, integration, and analysis of LINCS cell line cells and their cellular responses.",0.0,"Ong E, Xie J, Ni Z, Liu Q, Sarntivijai S, Lin Y, Cooper D, Terryn R, Stathias V, Chung C, Schurer S, He Y",,1.0,,1/5/18 0:00,0.0,0.0,0.0,1.0,10.1186/s12859-017-1981-5,17,BMC Bioinformatics,https://doi.org/10.1186/s12859-017-1981-5,0.0,,43,196.0,,0.0,,,0.0,0.0,,18,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
,,smartAPI: Towards a More Intelligent Network of Web APIs,,"Zaveri A,Dastgheib S,Wu Chunlei,Whetzel T,Verborgh R,Avillach P,Korodi G,Terryn R,Jagodnik K,Assis P,Dumontier M",DCIC,1.0,funded in part by LINCS,,,,,,,,,,0.0,,,214.0,,,2.0,,,,,,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
,,Learning reference-enriched approach towards large scale active ontology alignment and integration,,"Cheng Q,Ursu O,Oprea TI,Schurer S",DCIC,1.0,funded in part by LINCS,,,,,,,,,,0.0,,,214.0,,,0.0,,,,,,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Treatment of BRAF-mutant melanomas with MAP kinase pathway inhibitors is paradigmatic of the promise of precision cancer therapy but also highlights problems with drug resistance that limit patient benefit. We use live-cell imaging, single-cell analysis, and molecular profiling to show that exposure of tumor cells to RAF/MEK inhibitors elicits a heterogeneous response in which some cells die, some arrest, and the remainder adapt to drug. Drug-adapted cells up-regulate markers of the neural crest (e.g., NGFR), a melanocyte precursor, and grow slowly. This phenotype is transiently stable, reverting to the drug-naïve state within 9 days of drug withdrawal. Transcriptional profiling of cell lines and human tumors implicates a c-Jun/ECM/FAK/Src cascade in de-differentiation in about one-third of cell lines studied; drug-induced changes in c-Jun and NGFR levels are also observed in xenograft and human tumors. Drugs targeting the c-Jun/ECM/FAK/Src cascade as well as BET bromodomain inhibitors increase the maximum effect (Emax) of RAF/MEK kinase inhibitors by promoting cell killing. Thus, analysis of reversible drug resistance at a single-cell level identifies signaling pathways and inhibitory drugs missed by assays that focus on cell populations.",0.0,Adaptive resistance of melanoma cells to RAF inhibition via reversible induction of a slowly dividing de-differentiated state.,0.0,"Fallahi-Sichani M, Becker V, Izar B, Baker GJ, Lin JR, Boswell SA, Shah P, Rotem A, Garraway LA, Sorger PK",,1.0,,1/13/17 0:00,1.0,1.0,1.0,0.0,10.15252/msb.20166796,1,Molecular Systems Biology,,28069687.0,PMC5248573,905,120.0,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/fallahi-sichani-molsystbiol-2017/\""}""",0.0,,,1.0,0.0,,13,2017.0,PMC5248573,"['5997492', '5760019', '5725273', '5753657', '5953834', '5902511', '5883941', '5748184', '5938620', '5532606', '5799026', '6089072', '5671412', '6063884', '5248573', '5845637', '6077126']",17.0,"[2017, 2018, 0, 2017, 2018, 2018, 2018, 2017, 2018, 2017, 2017, 2017, 2017, 2018, 2017, 2018, 2018]",2017.0,0,0,0,0,1,0,0,internal
"The volume and diversity of data in biomedical research has been rapidly increasing in recent years. While such data hold significant promise for accelerating discovery, their use entails many challenges including: the need for adequate computational infrastructure, secure processes for data sharing and access, tools that allow researchers to find and integrate diverse datasets, and standardized methods of analysis. These are just some elements of a complex ecosystem that needs to be built to support the rapid accumulation of these data. The NIH Big Data to Knowledge (BD2K) initiative aims to facilitate digitally enabled biomedical research. Within the BD2K framework, the Commons initiative is intended to establish a virtual environment that will facilitate the use, interoperability, and discoverability of shared digital objects used for research. The BD2K Commons Framework Pilots Working Group (CFPWG) was established to clarify goals and work on pilot projects that would address existing gaps toward realizing the vision of the BD2K Commons. This report reviews highlights from a two-day meeting involving the BD2K CFPWG to provide insights on trends and considerations in advancing Big Data science for biomedical research in the United States.",0.0,Developing a framework for digital objects in the Big Data to Knowledge (BD2K) Commons: Report from the Commons Framework Pilots Workshop.,0.0,"Jagodnik KM, Koplev S, Jenkins S, Ohno-Machado L, Paten B, Schurer SC, Dumontier M, Verborgh R, Bui A, Ping P, McKenna NJ, Madduri R, Pillai A, Ma'ayan A",,1.0,,5/31/17 0:00,0.0,0.0,0.0,0.0,10.1016/j.jbi.2017.05.006,17,Journal of Biomedical Informatics,,28501646.0,,30101-30106,132.0,"{\Harmonizome\"":\""http://amp.pharm.mssm.edu/Harmonizome\"", \""Big Data Science MOOC\"":\""https://www.coursera.org/learn/bd2k-lincs\"",\""BD2K-LINCS DCIC website\"":\""http://lincs-dcic.org/#/\""}""",1.0,,,0.0,0.0,,pii: S1532-0464,2017.0,PMC5545976,"['6002019', '5963703', '6007090', '5827688']",4.0,"[2018, 0, 2018, 2018]",2017.0,0,0,1,0,0,0,0,internal
"Neural cultures derived from Huntington's disease (HD) patient-derived induced pluripotent stem cells were used for 'omics' analyses to identify mechanisms underlying neurodegeneration. RNA-seq analysis identified genes in glutamate and GABA signaling, axonal guidance and calcium influx whose expression was decreased in HD cultures. One-third of gene changes were in pathways regulating neuronal development and maturation. When mapped to stages of mouse striatal development, the profiles aligned with earlier embryonic stages of neuronal differentiation. We observed a strong correlation between HD-related histone marks, gene expression and unique peak profiles associated with dysregulated genes, suggesting a coordinated epigenetic program. Treatment with isoxazole-9, which targets key dysregulated pathways, led to amelioration of expanded polyglutamine repeat-associated phenotypes in neural cells and of cognitive impairment and synaptic pathology in HD model R6/2 mice. These data suggest that mutant huntingtin impairs neurodevelopmental pathways that could disrupt synaptic homeostasis and increase vulnerability to the pathologic consequence of expanded polyglutamine repeats over time.",0.0,Developmental alterations in Huntington's disease neural cells and pharmacological rescue in cells and mice.,0.0,HD iPSC Consortium,,1.0,,6/14/17 0:00,1.0,1.0,0.0,0.0,10.1038/nn.4532,5,Nature Neuroscience,,28319609.0,,648-660,140.0,,0.0,,,0.0,0.0,,20,2017.0,PMC5610046,"['5646270', '6004420', '6087435', '6056416', '5789931']",5.0,"[0, 2018, 2018, 2018, 2018]",2017.0,0,0,0,0,0,0,1,internal
"Tyrosine kinase inhibitors (TKIs) are highly potent cancer therapeutics that have been linked with serious cardiotoxicity, including left ventricular dysfunction, heart failure, and QT prolongation. TKI-induced cardiotoxicity is thought to result from interference with tyrosine kinase activity in cardiomyocytes, where these signaling pathways help to control critical processes such as survival signaling, energy homeostasis and excitation-contraction coupling. However, mechanistic understanding is limited at present due to the complexities of tyrosine kinase signaling and the wide range of targets inhibited by TKIs. Here we review the use of TKIs in cancer and the cardiotoxicities that have been reported, discuss potential mechanisms underlying cardiotoxicity, and describe recent progress in achieving a more systematic understanding of cardiotoxicity. In particular, we argue that future advances are likely to be enabled by studies that combine large-scale experimental measurements with Quantitative Systems Pharmacology (QSP) models describing biological mechanisms and dynamics. As such approaches have proven extremely valuable for understanding and predicting other types of cardiotoxicity, it is likely that QSP modeling can be successfully applied to cardiotoxicity induced by TKIs. We conclude by discussing a potential strategy for integrating genome-wide expression measurements with models, illustrate initial advances in applying this approach to cardiotoxicity, and describe challenges that must be overcome to truly develop a mechanistic and systematic understanding of cardiotoxicity caused by TKIs.",1.0,Mechanistic systems modeling to improve understanding and prediction of cardiotoxicity caused by targeted cancer therapeutics.,0.0,"Shim JV, Chun B, van Hasselt JGC, Birtwistle MR, Saucerman JJ, Sobie EA",,1.0,,0000-00-00 00:00:00,1.0,0.0,0.0,0.0,10.3389/fphys.2017.00651,,Frontiers in Physiology,,28951721.0,PMC5599787 ,651,149.0,,1.0,,,0.0,0.0,,8,2017.0,PMC5599787,[],0.0,,2017.0,0,0,1,1,0,0,0,internal
"Most tools developed to visualize hierarchically clustered heatmaps generate static images. Clustergrammer is a web-based visualization tool with interactive features such as: zooming, panning, filtering, reordering, sharing, performing enrichment analysis, and providing dynamic gene annotations. Clustergrammer can be used to generate shareable interactive visualizations by uploading a data table to a web-site, or by embedding Clustergrammer in Jupyter Notebooks. The Clustergrammer core libraries can also be used as a toolkit by developers to generate visualizations within their own applications. Clustergrammer is demonstrated using gene expression data from the cancer cell line encyclopedia (CCLE), original post-translational modification data collected from lung cancer cells lines by a mass spectrometry approach, and original cytometry by time of flight (CyTOF) single-cell proteomics data from blood. Clustergrammer enables producing interactive web based visualizations for the analysis of diverse biological data.",1.0,"Clustergrammer, a web-based heatmap visualization and analysis tool for high-dimensional biological data.",0.0,"Fernandez NF, Gundersen GW, Rahman A, Grimes ML, Rikova K, Hornbeck P, Ma'ayan A",,1.0,,10/17/17 0:00,1.0,0.0,0.0,0.0,10.1038/sdata.2017.151,,Scientific Data,,28994825.0,PMC5634325,170151,162.0,"{\Clustergrammer\"":\""http://clustergrammer.readthedocs.io/\""}""",0.0,,,0.0,1.0,,4,2017.0,PMC5634325,"['5893633', '5959842', '5827688']",3.0,"[2018, 2017, 2018]",2017.0,0,0,1,0,0,0,0,internal
"Computational screening is a method to prioritize small-molecule compounds based on the structural and biochemical attributes built from ligand and target information. Previously, we have developed a scalable virtual screening workflow to identify novel multitarget kinase/bromodomain inhibitors. In the current study, we identified several novel N-[3-(2-oxo-pyrrolidinyl)phenyl]-benzenesulfonamide derivatives that scored highly in our ensemble docking protocol. We quantified the binding affinity of these compounds for BRD4(BD1) biochemically and generated cocrystal structures, which were deposited in the Protein Data Bank. As the docking poses obtained in the virtual screening pipeline did not align with the experimental cocrystal structures, we evaluated the predictions of their precise binding modes by performing molecular dynamics (MD) simulations. The MD simulations closely reproduced the experimentally observed protein-ligand cocrystal binding conformations and interactions for all compounds. These results suggest a computational workflow to generate experimental-quality protein-ligand binding models, overcoming limitations of docking results due to receptor flexibility and incomplete sampling, as a useful starting point for the structure-based lead optimization of novel BRD4(BD1) inhibitors.",0.0,Identification of a novel class of BRD4 inhibitors by computational screening and binding simulations.,0.0,"Allen BK, Mehta S, Ember SWJ, Zhu JY, Schonbrunn E, Ayad NG, Schurer SC",,1.0,,10/18/17 0:00,1.0,0.0,0.0,0.0,10.1021/acsomega.7b00553,8,ACS Omega,,28884163.0,PMC5579542,4760-4771,169.0,,0.0,,,0.0,0.0,,2,2017.0,PMC5579542,[],0.0,,2017.0,0,0,1,0,0,0,0,internal
"BACKGROUND: Translating in vitro results to clinical tests is a major challenge in systems biology. Here we present a new Multi-Task learning framework which integrates thousands of cell line expression experiments to reconstruct drug specific response networks in cancer.
RESULTS: The reconstructed networks correctly identify several shared key proteins and pathways while simultaneously highlighting many cell type specific proteins. We used top proteins from each drug network to predict survival for patients prescribed the drug.
CONCLUSIONS: Predictions based on proteins from the in-vitro derived networks significantly outperformed predictions based on known cancer genes indicating that Multi-Task learning can indeed identify accurate drug response networks.",1.0,Reconstructing cancer drug response networks using multitask learning.,0.0,"Ruffalo M, Stojanov P, Pillutla VK, Varma R, Bar-Joseph Z",,1.0,,10/18/17 0:00,1.0,0.0,1.0,0.0,10.1186/s12918-017-0471-8,1,BMC Systems Biology,,29017547.0,,96,170.0,,0.0,,,0.0,0.0,,11,2017.0,PMC5635550,"['5946941', '6097926']",2.0,"[2018, 2018]",2017.0,0,0,1,0,0,0,0,internal
"Signal transduction by receptor tyrosine kinases (RTKs) involves complex ligand- and time-dependent changes in conformation and modification state. High resolution structures are available for individual receptors dimers, but less is known about receptor clusters that form in plasma membranes composed of many different RTKs with the potential to interact. We report the use of multiplexed super-resolution imaging (Exchange-PAINT) followed by mean-shift clustering and random forest analysis to measure the precise distributions of five receptor tyrosine kinases (RTKs) from the ErbB, IGF-1R and Met families in breast cancer cells. We find that these receptors are intermixed nonhomogenously on the plasma membrane. Stimulation by EGF does not appear to induce a change in the density of EGFR in local clusters but instead results in formation of EGFR-Met and EGFR-ErbB3 associations; non-canonical EGFR-Met interactions are implicated in resistance to anti-cancer drugs but have not been previously detected in drug-naïve cells.",0.0,Multiplexed Exchange-PAINT imaging reveals ligand-dependent EGFR and Met interactions in the plasma membrane.,0.0,"Werbin JL, Avendano MS, Becker V, Jungmann R, Yin P, Danuser G, Sorger PK",,1.0,,10/20/17 0:00,1.0,1.0,0.0,0.0,10.1038/s41598-017-12257-y,1,Scientific Reports,,28939861.0,PMC5610318,12150,171.0,,0.0,,,1.0,0.0,,7,2017.0,PMC5610318,[],0.0,,2017.0,0,0,0,0,1,0,0,internal
"We developed a Python package to help in performing drug-response experiments at medium and high throughput and evaluating sensitivity metrics from the resulting data. In this article, we describe the steps involved in (1) generating files necessary for treating cells with the HP D300 drug dispenser, by pin transfer or by manual pipetting; (2) merging the data generated by high-throughput slide scanners, such as the Perkin Elmer Operetta, with treatment annotations; and (3) analyzing the results to obtain data normalized to untreated controls and sensitivity metrics such as IC50 or GR50 . These modules are available on GitHub and provide an automated pipeline for the design and analysis of high-throughput drug response experiments, that helps to prevent errors that can arise from manually processing large data files.",1.0,Designing drug-response experiments and quantifying their results.,1.0,"Hafner M, Niepel M, Subramanian K, Sorger PK",,1.0,,10/20/17 0:00,1.0,0.0,0.0,0.0,10.1002/cpch.19,2,Current Protocols in Chemical Biology,,28628201.0,,96-116,173.0,"{\datarail Python package\"":\""https://github.com/datarail/datarail\"", \""gr_metrics Python package\"":\""https://github.com/datarail/gr_metrics\""}""",0.0,,,0.0,1.0,,9,2017.0,PMC5729909,"['5662764', '5655815', '5799026', '5674849', '5668135']",5.0,"[2017, 2017, 2017, 2017, 0]",2017.0,0,0,0,0,1,0,0,internal
