,abstract,analytical_method_development,article_name,assay_development,center,center_pub,comments,created_at,data_analysis,data_generation,data_integration,data_standards,doi,issue,journal_name,name_x,other_link,pm_id,pmc_id,pp_pages,publication_id,resource_links,review,scopus_citations,show_at_home_order,signature_generation,software_development,updated_at,volume,year_published,n_citations,author_id,name_y,url,id,author_rank,DCIC,Drug Toxicity,Proteomics,Microenvironment,HMS,Transcriptomics,NeuroLINCS
253,"MOTIVATION: Networks are vital to computational systems biology research, but visualizing them is a challenge. For networks larger than ∼100 nodes and ∼200 links, ball-and-stick diagrams fail to convey much information. To address this, we developed Network2Canvas (N2C), a web application that provides an alternative way to view networks. N2C visualizes networks by placing nodes on a square toroidal canvas. The network nodes are clustered on the canvas using simulated annealing to maximize local connections where a node's brightness is made proportional to its local fitness. The interactive canvas is implemented in HyperText Markup Language (HTML)5 with the JavaScript library Data-Driven Documents (D3). We applied N2C to visualize 30 canvases made from human and mouse gene-set libraries and 6 canvases made from the Food and Drug Administration (FDA)-approved drug-set libraries. Given lists of genes or drugs, enriched terms are highlighted on the canvases, and their degree of clustering is computed. Because N2C produces visual patterns of enriched terms on canvases, a trained eye can detect signatures instantly. In summary, N2C provides a new flexible method to visualize large networks and can be used to perform and visualize gene-set and drug-set enrichment analyses.",1.0,Network2Canvas: Network visualization on a canvas with enrichment analysis.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,,15,Bioinformatics,,,23749960.0,PMC3712222,1872-8,34,"{\Network2Canvas\"":\""http://www.maayanlab.net/N2C\""}""",0.0,,,0.0,1.0,5/19/16 18:33,29,2013.0,19,74,Clark NR,,278,4.0,0,0,0,0,0,0,0
254,"MOTIVATION: Networks are vital to computational systems biology research, but visualizing them is a challenge. For networks larger than ∼100 nodes and ∼200 links, ball-and-stick diagrams fail to convey much information. To address this, we developed Network2Canvas (N2C), a web application that provides an alternative way to view networks. N2C visualizes networks by placing nodes on a square toroidal canvas. The network nodes are clustered on the canvas using simulated annealing to maximize local connections where a node's brightness is made proportional to its local fitness. The interactive canvas is implemented in HyperText Markup Language (HTML)5 with the JavaScript library Data-Driven Documents (D3). We applied N2C to visualize 30 canvases made from human and mouse gene-set libraries and 6 canvases made from the Food and Drug Administration (FDA)-approved drug-set libraries. Given lists of genes or drugs, enriched terms are highlighted on the canvases, and their degree of clustering is computed. Because N2C produces visual patterns of enriched terms on canvases, a trained eye can detect signatures instantly. In summary, N2C provides a new flexible method to visualize large networks and can be used to perform and visualize gene-set and drug-set enrichment analyses.",1.0,Network2Canvas: Network visualization on a canvas with enrichment analysis.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,,15,Bioinformatics,,,23749960.0,PMC3712222,1872-8,34,"{\Network2Canvas\"":\""http://www.maayanlab.net/N2C\""}""",0.0,,,0.0,1.0,5/19/16 18:33,29,2013.0,19,82,Chen EY,,276,2.0,0,0,0,0,0,0,0
255,"MOTIVATION: Networks are vital to computational systems biology research, but visualizing them is a challenge. For networks larger than ∼100 nodes and ∼200 links, ball-and-stick diagrams fail to convey much information. To address this, we developed Network2Canvas (N2C), a web application that provides an alternative way to view networks. N2C visualizes networks by placing nodes on a square toroidal canvas. The network nodes are clustered on the canvas using simulated annealing to maximize local connections where a node's brightness is made proportional to its local fitness. The interactive canvas is implemented in HyperText Markup Language (HTML)5 with the JavaScript library Data-Driven Documents (D3). We applied N2C to visualize 30 canvases made from human and mouse gene-set libraries and 6 canvases made from the Food and Drug Administration (FDA)-approved drug-set libraries. Given lists of genes or drugs, enriched terms are highlighted on the canvases, and their degree of clustering is computed. Because N2C produces visual patterns of enriched terms on canvases, a trained eye can detect signatures instantly. In summary, N2C provides a new flexible method to visualize large networks and can be used to perform and visualize gene-set and drug-set enrichment analyses.",1.0,Network2Canvas: Network visualization on a canvas with enrichment analysis.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,,15,Bioinformatics,,,23749960.0,PMC3712222,1872-8,34,"{\Network2Canvas\"":\""http://www.maayanlab.net/N2C\""}""",0.0,,,0.0,1.0,5/19/16 18:33,29,2013.0,19,203,Dannenfelser R,,277,3.0,0,0,0,0,0,0,0
256,"Cancer cells can be drug resistant due to genetic variation at multiple steps in the drug response pathway, including drug efflux pumping, target mutation, and blunted apoptotic response. These are not discriminated by conventional cell survival assays. Here, we report a rapid and convenient high-content cell-imaging assay that measures multiple physiological changes in cells responding to antimitotic small-molecule drugs. Our one-step, no-wash assay uses three dyes to stain living cells and is much more accurate for scoring weakly adherent mitotic and apoptotic cells than conventional antibody-based assays. We profiled responses of 33 cell lines to 8 antimitotic drugs at multiple concentrations and time points using this assay and deposited our data and assay protocols into a public database (http://lincs.hms.harvard.edu/). Our data discriminated between alternative mechanisms that compromise drug sensitivity to paclitaxel and revealed an unexpected bell-shaped dose-response curve for BI2536, a highly selective inhibitor of Polo-like kinases. Our approach can be generalized, is scalable, and should therefore facilitate identification of molecular biomarkers for mechanisms of drug insensitivity in high-throughput screens and other assays.",0.0,Differential determinants of cancer cell insensitivity to antimitotic drugs discriminated by a one-step cell imaging assay.,1.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1177/1087057113493804,9,Journal of Biomolecular Screening,,,23788527.0,PMC3783590,1062-71,35,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/tang-jbiomolscreen-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,18,2013.0,2,204,Tang Y,,334,1.0,0,0,0,0,0,0,0
257,"Cancer cells can be drug resistant due to genetic variation at multiple steps in the drug response pathway, including drug efflux pumping, target mutation, and blunted apoptotic response. These are not discriminated by conventional cell survival assays. Here, we report a rapid and convenient high-content cell-imaging assay that measures multiple physiological changes in cells responding to antimitotic small-molecule drugs. Our one-step, no-wash assay uses three dyes to stain living cells and is much more accurate for scoring weakly adherent mitotic and apoptotic cells than conventional antibody-based assays. We profiled responses of 33 cell lines to 8 antimitotic drugs at multiple concentrations and time points using this assay and deposited our data and assay protocols into a public database (http://lincs.hms.harvard.edu/). Our data discriminated between alternative mechanisms that compromise drug sensitivity to paclitaxel and revealed an unexpected bell-shaped dose-response curve for BI2536, a highly selective inhibitor of Polo-like kinases. Our approach can be generalized, is scalable, and should therefore facilitate identification of molecular biomarkers for mechanisms of drug insensitivity in high-throughput screens and other assays.",0.0,Differential determinants of cancer cell insensitivity to antimitotic drugs discriminated by a one-step cell imaging assay.,1.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1177/1087057113493804,9,Journal of Biomolecular Screening,,,23788527.0,PMC3783590,1062-71,35,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/tang-jbiomolscreen-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,18,2013.0,2,205,Xie T,,335,2.0,0,0,0,0,0,0,0
258,"Cancer cells can be drug resistant due to genetic variation at multiple steps in the drug response pathway, including drug efflux pumping, target mutation, and blunted apoptotic response. These are not discriminated by conventional cell survival assays. Here, we report a rapid and convenient high-content cell-imaging assay that measures multiple physiological changes in cells responding to antimitotic small-molecule drugs. Our one-step, no-wash assay uses three dyes to stain living cells and is much more accurate for scoring weakly adherent mitotic and apoptotic cells than conventional antibody-based assays. We profiled responses of 33 cell lines to 8 antimitotic drugs at multiple concentrations and time points using this assay and deposited our data and assay protocols into a public database (http://lincs.hms.harvard.edu/). Our data discriminated between alternative mechanisms that compromise drug sensitivity to paclitaxel and revealed an unexpected bell-shaped dose-response curve for BI2536, a highly selective inhibitor of Polo-like kinases. Our approach can be generalized, is scalable, and should therefore facilitate identification of molecular biomarkers for mechanisms of drug insensitivity in high-throughput screens and other assays.",0.0,Differential determinants of cancer cell insensitivity to antimitotic drugs discriminated by a one-step cell imaging assay.,1.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1177/1087057113493804,9,Journal of Biomolecular Screening,,,23788527.0,PMC3783590,1062-71,35,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/tang-jbiomolscreen-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,18,2013.0,2,206,Florian S,,336,3.0,0,0,0,0,0,0,0
259,"Cancer cells can be drug resistant due to genetic variation at multiple steps in the drug response pathway, including drug efflux pumping, target mutation, and blunted apoptotic response. These are not discriminated by conventional cell survival assays. Here, we report a rapid and convenient high-content cell-imaging assay that measures multiple physiological changes in cells responding to antimitotic small-molecule drugs. Our one-step, no-wash assay uses three dyes to stain living cells and is much more accurate for scoring weakly adherent mitotic and apoptotic cells than conventional antibody-based assays. We profiled responses of 33 cell lines to 8 antimitotic drugs at multiple concentrations and time points using this assay and deposited our data and assay protocols into a public database (http://lincs.hms.harvard.edu/). Our data discriminated between alternative mechanisms that compromise drug sensitivity to paclitaxel and revealed an unexpected bell-shaped dose-response curve for BI2536, a highly selective inhibitor of Polo-like kinases. Our approach can be generalized, is scalable, and should therefore facilitate identification of molecular biomarkers for mechanisms of drug insensitivity in high-throughput screens and other assays.",0.0,Differential determinants of cancer cell insensitivity to antimitotic drugs discriminated by a one-step cell imaging assay.,1.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1177/1087057113493804,9,Journal of Biomolecular Screening,,,23788527.0,PMC3783590,1062-71,35,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/tang-jbiomolscreen-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,18,2013.0,2,207,Moerke N,,337,4.0,0,0,0,0,0,0,0
260,"Cancer cells can be drug resistant due to genetic variation at multiple steps in the drug response pathway, including drug efflux pumping, target mutation, and blunted apoptotic response. These are not discriminated by conventional cell survival assays. Here, we report a rapid and convenient high-content cell-imaging assay that measures multiple physiological changes in cells responding to antimitotic small-molecule drugs. Our one-step, no-wash assay uses three dyes to stain living cells and is much more accurate for scoring weakly adherent mitotic and apoptotic cells than conventional antibody-based assays. We profiled responses of 33 cell lines to 8 antimitotic drugs at multiple concentrations and time points using this assay and deposited our data and assay protocols into a public database (http://lincs.hms.harvard.edu/). Our data discriminated between alternative mechanisms that compromise drug sensitivity to paclitaxel and revealed an unexpected bell-shaped dose-response curve for BI2536, a highly selective inhibitor of Polo-like kinases. Our approach can be generalized, is scalable, and should therefore facilitate identification of molecular biomarkers for mechanisms of drug insensitivity in high-throughput screens and other assays.",0.0,Differential determinants of cancer cell insensitivity to antimitotic drugs discriminated by a one-step cell imaging assay.,1.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1177/1087057113493804,9,Journal of Biomolecular Screening,,,23788527.0,PMC3783590,1062-71,35,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/tang-jbiomolscreen-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,18,2013.0,2,208,Shamu C,,338,5.0,0,0,0,0,0,0,0
261,"Cancer cells can be drug resistant due to genetic variation at multiple steps in the drug response pathway, including drug efflux pumping, target mutation, and blunted apoptotic response. These are not discriminated by conventional cell survival assays. Here, we report a rapid and convenient high-content cell-imaging assay that measures multiple physiological changes in cells responding to antimitotic small-molecule drugs. Our one-step, no-wash assay uses three dyes to stain living cells and is much more accurate for scoring weakly adherent mitotic and apoptotic cells than conventional antibody-based assays. We profiled responses of 33 cell lines to 8 antimitotic drugs at multiple concentrations and time points using this assay and deposited our data and assay protocols into a public database (http://lincs.hms.harvard.edu/). Our data discriminated between alternative mechanisms that compromise drug sensitivity to paclitaxel and revealed an unexpected bell-shaped dose-response curve for BI2536, a highly selective inhibitor of Polo-like kinases. Our approach can be generalized, is scalable, and should therefore facilitate identification of molecular biomarkers for mechanisms of drug insensitivity in high-throughput screens and other assays.",0.0,Differential determinants of cancer cell insensitivity to antimitotic drugs discriminated by a one-step cell imaging assay.,1.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1177/1087057113493804,9,Journal of Biomolecular Screening,,,23788527.0,PMC3783590,1062-71,35,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/tang-jbiomolscreen-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,18,2013.0,2,209,Benes C,,339,6.0,0,0,0,0,0,0,0
262,"Cancer cells can be drug resistant due to genetic variation at multiple steps in the drug response pathway, including drug efflux pumping, target mutation, and blunted apoptotic response. These are not discriminated by conventional cell survival assays. Here, we report a rapid and convenient high-content cell-imaging assay that measures multiple physiological changes in cells responding to antimitotic small-molecule drugs. Our one-step, no-wash assay uses three dyes to stain living cells and is much more accurate for scoring weakly adherent mitotic and apoptotic cells than conventional antibody-based assays. We profiled responses of 33 cell lines to 8 antimitotic drugs at multiple concentrations and time points using this assay and deposited our data and assay protocols into a public database (http://lincs.hms.harvard.edu/). Our data discriminated between alternative mechanisms that compromise drug sensitivity to paclitaxel and revealed an unexpected bell-shaped dose-response curve for BI2536, a highly selective inhibitor of Polo-like kinases. Our approach can be generalized, is scalable, and should therefore facilitate identification of molecular biomarkers for mechanisms of drug insensitivity in high-throughput screens and other assays.",0.0,Differential determinants of cancer cell insensitivity to antimitotic drugs discriminated by a one-step cell imaging assay.,1.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1177/1087057113493804,9,Journal of Biomolecular Screening,,,23788527.0,PMC3783590,1062-71,35,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/tang-jbiomolscreen-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,18,2013.0,2,210,Mitchison TJ ,,340,7.0,0,0,0,0,0,0,0
263,,0.0,A fluorescent colorimetric pH sensor and the influences of matrices on sensing performances.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,,,"Sensors and Actuators B, Chemical",,,24078772.0,PMC3782379,10-Jan,36,,0.0,,,0.0,0.0,5/19/16 18:33,188,2013.0,3,211,Tian Y,,373,1.0,0,0,0,0,0,0,0
264,,0.0,A fluorescent colorimetric pH sensor and the influences of matrices on sensing performances.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,,,"Sensors and Actuators B, Chemical",,,24078772.0,PMC3782379,10-Jan,36,,0.0,,,0.0,0.0,5/19/16 18:33,188,2013.0,3,212,Fuller E,,374,2.0,0,0,0,0,0,0,0
265,,0.0,A fluorescent colorimetric pH sensor and the influences of matrices on sensing performances.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,,,"Sensors and Actuators B, Chemical",,,24078772.0,PMC3782379,10-Jan,36,,0.0,,,0.0,0.0,5/19/16 18:33,188,2013.0,3,213,Klug S,,375,3.0,0,0,0,0,0,0,0
266,,0.0,A fluorescent colorimetric pH sensor and the influences of matrices on sensing performances.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,,,"Sensors and Actuators B, Chemical",,,24078772.0,PMC3782379,10-Jan,36,,0.0,,,0.0,0.0,5/19/16 18:33,188,2013.0,3,214,Lee F,,376,4.0,0,0,0,0,0,0,0
267,,0.0,A fluorescent colorimetric pH sensor and the influences of matrices on sensing performances.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,,,"Sensors and Actuators B, Chemical",,,24078772.0,PMC3782379,10-Jan,36,,0.0,,,0.0,0.0,5/19/16 18:33,188,2013.0,3,215,Su F,,377,5.0,0,0,0,0,0,0,0
268,,0.0,A fluorescent colorimetric pH sensor and the influences of matrices on sensing performances.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,,,"Sensors and Actuators B, Chemical",,,24078772.0,PMC3782379,10-Jan,36,,0.0,,,0.0,0.0,5/19/16 18:33,188,2013.0,3,216,Zhang L,,378,6.0,0,0,0,0,0,0,0
269,,0.0,A fluorescent colorimetric pH sensor and the influences of matrices on sensing performances.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,,,"Sensors and Actuators B, Chemical",,,24078772.0,PMC3782379,10-Jan,36,,0.0,,,0.0,0.0,5/19/16 18:33,188,2013.0,3,217,Chao S,,379,7.0,0,0,0,0,0,0,0
270,,0.0,A fluorescent colorimetric pH sensor and the influences of matrices on sensing performances.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,,,"Sensors and Actuators B, Chemical",,,24078772.0,PMC3782379,10-Jan,36,,0.0,,,0.0,0.0,5/19/16 18:33,188,2013.0,3,218,Meldrum D,,380,8.0,0,0,0,0,0,0,0
271,,0.0,A dual sensor for real-time monitoring of glucose and oxygen.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1016/j.biomaterials.2013.09.031,38,Biomaterials,,,24090834.0,PMC3878311,9779-88,37,,0.0,,,0.0,0.0,5/19/16 18:33,34,2013.0,8,211,Tian Y,,441,6.0,0,0,0,0,0,0,0
272,,0.0,A dual sensor for real-time monitoring of glucose and oxygen.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1016/j.biomaterials.2013.09.031,38,Biomaterials,,,24090834.0,PMC3878311,9779-88,37,,0.0,,,0.0,0.0,5/19/16 18:33,34,2013.0,8,215,Su F,,437,2.0,0,0,0,0,0,0,0
273,,0.0,A dual sensor for real-time monitoring of glucose and oxygen.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1016/j.biomaterials.2013.09.031,38,Biomaterials,,,24090834.0,PMC3878311,9779-88,37,,0.0,,,0.0,0.0,5/19/16 18:33,34,2013.0,8,216,Zhang L,,436,1.0,0,0,0,0,0,0,0
274,,0.0,A dual sensor for real-time monitoring of glucose and oxygen.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1016/j.biomaterials.2013.09.031,38,Biomaterials,,,24090834.0,PMC3878311,9779-88,37,,0.0,,,0.0,0.0,5/19/16 18:33,34,2013.0,8,218,Meldrum D,,442,7.0,0,0,0,0,0,0,0
275,,0.0,A dual sensor for real-time monitoring of glucose and oxygen.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1016/j.biomaterials.2013.09.031,38,Biomaterials,,,24090834.0,PMC3878311,9779-88,37,,0.0,,,0.0,0.0,5/19/16 18:33,34,2013.0,8,219,Buizer S,,438,3.0,0,0,0,0,0,0,0
276,,0.0,A dual sensor for real-time monitoring of glucose and oxygen.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1016/j.biomaterials.2013.09.031,38,Biomaterials,,,24090834.0,PMC3878311,9779-88,37,,0.0,,,0.0,0.0,5/19/16 18:33,34,2013.0,8,220,Lu H,,439,4.0,0,0,0,0,0,0,0
277,,0.0,A dual sensor for real-time monitoring of glucose and oxygen.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1016/j.biomaterials.2013.09.031,38,Biomaterials,,,24090834.0,PMC3878311,9779-88,37,,0.0,,,0.0,0.0,5/19/16 18:33,34,2013.0,8,221,Gao W,,440,5.0,0,0,0,0,0,0,0
278,"Clinical responses to anticancer therapies are often restricted to a subset of patients. In some cases, mutated cancer genes are potent biomarkers for responses to targeted agents. Here, to uncover new biomarkers of sensitivity and resistance to cancer therapeutics, we screened a panel of several hundred cancer cell lines--which represent much of the tissue-type and genetic diversity of human cancers--with 130 drugs under clinical and preclinical investigation. In aggregate, we found that mutated cancer genes were associated with cellular response to most currently available cancer drugs. Classic oncogene addiction paradigms were modified by additional tissue-specific or expression biomarkers, and some frequently mutated genes were associated with sensitivity to a broad range of therapeutic agents. Unexpected relationships were revealed, including the marked sensitivity of Ewing's sarcoma cells harbouring the EWS (also known as EWSR1)-FLI1 gene translocation to poly(ADP-ribose) polymerase (PARP) inhibitors. By linking drug activity to the functional complexity of cancer genomes, systematic pharmacogenomic profiling in cancer cell lines provides a powerful biomarker discovery platform to guide rational cancer therapeutic strategies.",0.0,Systematic identification of genomic markers of drug sensitivity in cancer cells.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1038/nature11005,7391,Nature,,,22460902.0,PMC3349233,570-5,38,,0.0,,,1.0,0.0,5/19/16 18:33,483,2012.0,655,14,Zhang T,,310,31.0,0,0,0,0,0,0,0
279,"Clinical responses to anticancer therapies are often restricted to a subset of patients. In some cases, mutated cancer genes are potent biomarkers for responses to targeted agents. Here, to uncover new biomarkers of sensitivity and resistance to cancer therapeutics, we screened a panel of several hundred cancer cell lines--which represent much of the tissue-type and genetic diversity of human cancers--with 130 drugs under clinical and preclinical investigation. In aggregate, we found that mutated cancer genes were associated with cellular response to most currently available cancer drugs. Classic oncogene addiction paradigms were modified by additional tissue-specific or expression biomarkers, and some frequently mutated genes were associated with sensitivity to a broad range of therapeutic agents. Unexpected relationships were revealed, including the marked sensitivity of Ewing's sarcoma cells harbouring the EWS (also known as EWSR1)-FLI1 gene translocation to poly(ADP-ribose) polymerase (PARP) inhibitors. By linking drug activity to the functional complexity of cancer genomes, systematic pharmacogenomic profiling in cancer cell lines provides a powerful biomarker discovery platform to guide rational cancer therapeutic strategies.",0.0,Systematic identification of genomic markers of drug sensitivity in cancer cells.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1038/nature11005,7391,Nature,,,22460902.0,PMC3349233,570-5,38,,0.0,,,1.0,0.0,5/19/16 18:33,483,2012.0,655,15,Gray NS,,326,47.0,0,0,0,1,0,0,0
280,"Clinical responses to anticancer therapies are often restricted to a subset of patients. In some cases, mutated cancer genes are potent biomarkers for responses to targeted agents. Here, to uncover new biomarkers of sensitivity and resistance to cancer therapeutics, we screened a panel of several hundred cancer cell lines--which represent much of the tissue-type and genetic diversity of human cancers--with 130 drugs under clinical and preclinical investigation. In aggregate, we found that mutated cancer genes were associated with cellular response to most currently available cancer drugs. Classic oncogene addiction paradigms were modified by additional tissue-specific or expression biomarkers, and some frequently mutated genes were associated with sensitivity to a broad range of therapeutic agents. Unexpected relationships were revealed, including the marked sensitivity of Ewing's sarcoma cells harbouring the EWS (also known as EWSR1)-FLI1 gene translocation to poly(ADP-ribose) polymerase (PARP) inhibitors. By linking drug activity to the functional complexity of cancer genomes, systematic pharmacogenomic profiling in cancer cell lines provides a powerful biomarker discovery platform to guide rational cancer therapeutic strategies.",0.0,Systematic identification of genomic markers of drug sensitivity in cancer cells.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1038/nature11005,7391,Nature,,,22460902.0,PMC3349233,570-5,38,,0.0,,,1.0,0.0,5/19/16 18:33,483,2012.0,655,29,Benes CH,,333,54.0,0,0,0,0,0,0,0
281,"Clinical responses to anticancer therapies are often restricted to a subset of patients. In some cases, mutated cancer genes are potent biomarkers for responses to targeted agents. Here, to uncover new biomarkers of sensitivity and resistance to cancer therapeutics, we screened a panel of several hundred cancer cell lines--which represent much of the tissue-type and genetic diversity of human cancers--with 130 drugs under clinical and preclinical investigation. In aggregate, we found that mutated cancer genes were associated with cellular response to most currently available cancer drugs. Classic oncogene addiction paradigms were modified by additional tissue-specific or expression biomarkers, and some frequently mutated genes were associated with sensitivity to a broad range of therapeutic agents. Unexpected relationships were revealed, including the marked sensitivity of Ewing's sarcoma cells harbouring the EWS (also known as EWSR1)-FLI1 gene translocation to poly(ADP-ribose) polymerase (PARP) inhibitors. By linking drug activity to the functional complexity of cancer genomes, systematic pharmacogenomic profiling in cancer cell lines provides a powerful biomarker discovery platform to guide rational cancer therapeutic strategies.",0.0,Systematic identification of genomic markers of drug sensitivity in cancer cells.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1038/nature11005,7391,Nature,,,22460902.0,PMC3349233,570-5,38,,0.0,,,1.0,0.0,5/19/16 18:33,483,2012.0,655,134,Liu Q,,290,11.0,0,0,0,0,0,0,0
282,"Clinical responses to anticancer therapies are often restricted to a subset of patients. In some cases, mutated cancer genes are potent biomarkers for responses to targeted agents. Here, to uncover new biomarkers of sensitivity and resistance to cancer therapeutics, we screened a panel of several hundred cancer cell lines--which represent much of the tissue-type and genetic diversity of human cancers--with 130 drugs under clinical and preclinical investigation. In aggregate, we found that mutated cancer genes were associated with cellular response to most currently available cancer drugs. Classic oncogene addiction paradigms were modified by additional tissue-specific or expression biomarkers, and some frequently mutated genes were associated with sensitivity to a broad range of therapeutic agents. Unexpected relationships were revealed, including the marked sensitivity of Ewing's sarcoma cells harbouring the EWS (also known as EWSR1)-FLI1 gene translocation to poly(ADP-ribose) polymerase (PARP) inhibitors. By linking drug activity to the functional complexity of cancer genomes, systematic pharmacogenomic profiling in cancer cell lines provides a powerful biomarker discovery platform to guide rational cancer therapeutic strategies.",0.0,Systematic identification of genomic markers of drug sensitivity in cancer cells.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1038/nature11005,7391,Nature,,,22460902.0,PMC3349233,570-5,38,,0.0,,,1.0,0.0,5/19/16 18:33,483,2012.0,655,138,Hur W,,314,35.0,0,0,0,0,0,0,0
283,"Clinical responses to anticancer therapies are often restricted to a subset of patients. In some cases, mutated cancer genes are potent biomarkers for responses to targeted agents. Here, to uncover new biomarkers of sensitivity and resistance to cancer therapeutics, we screened a panel of several hundred cancer cell lines--which represent much of the tissue-type and genetic diversity of human cancers--with 130 drugs under clinical and preclinical investigation. In aggregate, we found that mutated cancer genes were associated with cellular response to most currently available cancer drugs. Classic oncogene addiction paradigms were modified by additional tissue-specific or expression biomarkers, and some frequently mutated genes were associated with sensitivity to a broad range of therapeutic agents. Unexpected relationships were revealed, including the marked sensitivity of Ewing's sarcoma cells harbouring the EWS (also known as EWSR1)-FLI1 gene translocation to poly(ADP-ribose) polymerase (PARP) inhibitors. By linking drug activity to the functional complexity of cancer genomes, systematic pharmacogenomic profiling in cancer cell lines provides a powerful biomarker discovery platform to guide rational cancer therapeutic strategies.",0.0,Systematic identification of genomic markers of drug sensitivity in cancer cells.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1038/nature11005,7391,Nature,,,22460902.0,PMC3349233,570-5,38,,0.0,,,1.0,0.0,5/19/16 18:33,483,2012.0,655,222,Garnett MJ,,280,1.0,0,0,0,0,0,0,0
284,"Clinical responses to anticancer therapies are often restricted to a subset of patients. In some cases, mutated cancer genes are potent biomarkers for responses to targeted agents. Here, to uncover new biomarkers of sensitivity and resistance to cancer therapeutics, we screened a panel of several hundred cancer cell lines--which represent much of the tissue-type and genetic diversity of human cancers--with 130 drugs under clinical and preclinical investigation. In aggregate, we found that mutated cancer genes were associated with cellular response to most currently available cancer drugs. Classic oncogene addiction paradigms were modified by additional tissue-specific or expression biomarkers, and some frequently mutated genes were associated with sensitivity to a broad range of therapeutic agents. Unexpected relationships were revealed, including the marked sensitivity of Ewing's sarcoma cells harbouring the EWS (also known as EWSR1)-FLI1 gene translocation to poly(ADP-ribose) polymerase (PARP) inhibitors. By linking drug activity to the functional complexity of cancer genomes, systematic pharmacogenomic profiling in cancer cell lines provides a powerful biomarker discovery platform to guide rational cancer therapeutic strategies.",0.0,Systematic identification of genomic markers of drug sensitivity in cancer cells.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1038/nature11005,7391,Nature,,,22460902.0,PMC3349233,570-5,38,,0.0,,,1.0,0.0,5/19/16 18:33,483,2012.0,655,223,Edelman EJ,,281,2.0,0,0,0,0,0,0,0
